,pred,lat,lon
2361,0,34.1922,-118.3987
2362,1,33.7721,-118.2736
2363,0,34.1847,-118.5928
2364,1,34.2265,-118.4553
2365,0,34.0516,-118.3314
2366,0,33.9924,-118.4226
2367,0,34.1667,-118.5908
2368,1,33.9782,-118.3294
2369,0,34.048,-118.3493
2370,1,34.2216,-118.4488
2371,0,33.9594,-118.4478
2372,1,33.9817,-118.3309
2373,0,34.1794,-118.3834
2374,0,34.0438,-118.456
2375,0,34.0028,-118.3089
2376,1,34.2121,-118.4771
2377,0,34.1053,-118.3321
2378,0,34.2283,-118.4611
2379,0,34.0109,-118.3013
2380,1,34.1867,-118.3681
2381,0,33.9438,-118.2826
2382,1,33.9465,-118.2781
2383,1,33.9824,-118.2783
2384,0,33.7895,-118.3076
2385,0,34.0416,-118.244
2386,0,34.0017,-118.286
2387,1,33.9746,-118.3294
2388,0,33.9455,-118.3046
2389,1,34.0819,-118.3474
2390,0,34.2065,-118.606
2391,0,34.0599,-118.2655
2392,1,33.9757,-118.328
2393,0,34.0276,-118.3633
2394,0,34.103,-118.3225
2395,0,34.1857,-118.4487
2396,1,34.3046,-118.4661
2397,1,34.1938,-118.5631
2398,0,33.9965,-118.2718
2399,1,33.9348,-118.2463
2400,1,34.1897,-118.571
2401,1,33.7935,-118.2607
2402,1,34.0835,-118.3227
2403,0,33.9491,-118.2396
2404,1,34.2783,-118.4199
2405,0,34.0239,-118.3669
2406,1,33.9292,-118.2622
2407,1,34.0468,-118.2078
2408,1,34.0488,-118.2483
2409,0,34.0869,-118.299
2410,0,34.041,-118.3508
2411,0,34.2286,-118.4644
2412,0,34.2048,-118.4468
2413,1,33.7737,-118.2704
2414,1,34.0766,-118.2707
2415,0,34.0256,-118.3177
2416,0,34.1957,-118.536
2417,0,33.7649,-118.3076
2418,0,34.0027,-118.3002
2419,0,34.1713,-118.5273
2420,1,34.2059,-118.571
2421,0,34.0998,-118.3237
2422,0,33.9475,-118.2481
2423,1,33.707,-118.2939
2424,0,34.0146,-118.3089
2425,1,34.0565,-118.4191
2426,1,34.0618,-118.2916
2427,1,34.0447,-118.2075
2428,1,34.25,-118.4675
2429,1,33.9932,-118.3171
2430,1,33.9643,-118.2871
2431,0,33.9815,-118.2937
2432,1,34.166,-118.6058
2433,0,33.9745,-118.3309
2434,1,33.9838,-118.2827
2435,1,34.0499,-118.2879
2436,0,34.0446,-118.245
2437,1,34.0622,-118.3429
2438,0,34.1686,-118.522
2439,1,34.2741,-118.4484
2440,1,34.0256,-118.3061
2441,0,34.0907,-118.3386
2442,1,33.9792,-118.2914
2443,0,34.0649,-118.3614
2444,1,34.0399,-118.3164
2445,1,34.0962,-118.3266
2446,1,33.9433,-118.2541
2447,0,33.9892,-118.3089
2448,0,33.9485,-118.2461
2449,1,34.0508,-118.2907
2450,1,34.1939,-118.5098
2451,1,34.001,-118.2783
2452,0,34.0636,-118.2916
2453,0,34.1002,-118.2961
2454,1,33.9247,-118.2739
2455,0,34.0448,-118.2474
2456,1,33.9389,-118.248
2457,0,34.0092,-118.2445
2458,1,34.2346,-118.3741
2459,0,33.9529,-118.2651
2460,1,34.0754,-118.2595
2461,1,34.0326,-118.3344
2462,1,33.9693,-118.3774
2463,1,34.2324,-118.5536
2464,1,33.9629,-118.2673
2465,0,33.9892,-118.2827
2466,0,34.2342,-118.4165
2467,1,34.1975,-118.5186
2468,0,33.7426,-118.3195
2469,1,34.261,-118.4807
2470,1,34.001,-118.2762
2471,1,34.0666,-118.245
2472,1,33.9416,-118.2485
2473,1,33.9843,-118.2695
2474,0,34.0709,-118.2941
2475,1,33.9616,-118.2782
2476,0,34.2788,-118.5723
2477,1,34.043,-118.242
2478,0,33.9941,-118.2958
2479,1,34.0055,-118.2915
2480,0,33.964,-118.2739
2481,1,33.9383,-118.2781
2482,1,34.2704,-118.409
2483,0,34.0442,-118.2439
2484,0,33.9875,-118.4741
2485,1,33.9762,-118.309
2486,0,34.0207,-118.2619
2487,1,33.9969,-118.3002
2488,0,34.0761,-118.3563
2489,0,34.0481,-118.2507
2490,1,33.9536,-118.281
2491,1,34.0782,-118.2664
2492,1,34.0265,-118.4184
2493,1,34.0256,-118.3471
2494,1,34.1044,-118.3224
2495,1,34.0699,-118.2777
2496,0,34.0565,-118.2768
2497,0,33.9885,-118.4737
2498,1,33.9348,-118.2652
2499,0,34.0674,-118.2954
2500,1,34.2806,-118.3972
2501,0,34.0048,-118.2521
2502,1,34.2648,-118.5023
2503,1,34.0491,-118.2968
2504,1,33.995,-118.3225
2505,0,33.9892,-118.3089
2506,0,33.9801,-118.287
2507,1,34.1794,-118.3703
2508,0,34.0256,-118.3305
2509,1,33.9843,-118.2652
2510,0,33.989,-118.3322
2511,1,34.2012,-118.4335
2512,1,34.057,-118.2779
2513,1,34.1867,-118.4836
2514,1,33.9958,-118.2801
2515,1,34.0559,-118.2954
2516,1,34.2246,-118.5361
2517,0,34.0485,-118.2115
2518,1,34.2141,-118.4661
2519,0,33.9923,-118.287
2520,0,33.9492,-118.2781
2521,0,33.7406,-118.2879
2522,1,34.2355,-118.5361
2523,1,34.0472,-118.3003
2524,1,34.0836,-118.1717
2525,0,34.174,-118.379
2526,1,33.9545,-118.309
2527,1,33.9537,-118.2782
2528,1,34.0467,-118.2556
2529,1,34.0618,-118.2917
2530,0,34.0581,-118.2371
2531,0,33.9611,-118.2586
2532,0,33.9176,-118.2828
2533,1,34.0549,-118.2426
2534,0,34.0807,-118.3023
2535,1,34.0055,-118.298
2536,0,33.7895,-118.3043
2537,1,33.9957,-118.2827
2538,0,33.9262,-118.2826
2539,0,34.2697,-118.4783
2540,1,34.0187,-118.2726
2541,1,34.1067,-118.2463
2542,1,33.8345,-118.3017
2543,1,34.0259,-118.2535
2544,1,33.9643,-118.2856
2545,1,34.2333,-118.4052
2546,0,34.1721,-118.4411
2547,1,34.0457,-118.3479
2548,1,34.0578,-118.2916
2549,1,34.1037,-118.3459
2550,1,34.0193,-118.4222
2551,1,34.0499,-118.368
2552,1,33.7928,-118.2975
2553,1,34.0596,-118.2749
2554,0,34.097,-118.2918
2555,0,34.0834,-118.2282
2556,1,34.061,-118.2775
2557,1,33.9896,-118.244
2558,0,34.0228,-118.3002
2559,1,33.9348,-118.2485
2560,1,34.0604,-118.2744
2561,0,34.1922,-118.536
2562,1,34.0606,-118.2672
2563,1,34.0609,-118.2823
2564,1,34.1016,-118.3295
2565,0,33.9814,-118.3133
2566,1,34.1905,-118.6059
2567,1,34.0423,-118.2452
2568,0,34.282,-118.422
2569,1,33.9967,-118.2478
2570,0,33.9988,-118.4475
2571,0,34.0601,-118.2761
2572,1,34.2356,-118.4851
2573,1,33.9786,-118.2761
2574,0,34.2595,-118.2885
2575,1,34.0399,-118.3177
2576,1,34.2954,-118.4612
2577,1,34.0712,-118.3079
2578,0,34.0721,-118.2213
2579,1,34.0225,-118.2523
2580,0,34.0677,-118.2731
2581,0,34.1785,-118.379
2582,0,33.9619,-118.3003
2583,0,34.0674,-118.2954
2584,1,34.2674,-118.4304
2585,1,33.9924,-118.3089
2586,1,34.0962,-118.338
2587,1,34.0283,-118.3492
2588,0,34.1811,-118.6059
2589,0,34.2247,-118.4553
2590,1,33.996,-118.3046
2591,1,34.0522,-118.2434
2592,1,34.0085,-118.3351
2593,0,34.2251,-118.4039
2594,0,34.1002,-118.2918
2595,1,33.952,-118.2695
2596,1,33.7941,-118.29
2597,0,33.9774,-118.2783
2598,0,34.1361,-118.357
2599,1,34.0327,-118.3126
2600,1,33.9965,-118.281
2601,0,33.9547,-118.2564
2602,1,33.9485,-118.2461
2603,1,34.1016,-118.331
2604,0,34.2355,-118.4676
2605,0,34.1016,-118.3322
2606,0,34.0579,-118.2711
2607,0,34.0671,-118.3229
2608,1,34.0056,-118.2805
2609,0,33.9446,-118.2826
2610,0,34.0517,-118.2188
2611,1,33.9431,-118.2358
2612,0,34.2156,-118.5579
2613,0,34.0563,-118.2374
2614,0,34.0628,-118.2811
2615,1,34.0618,-118.2916
2616,1,33.7882,-118.3012
2617,0,33.9265,-118.2695
2618,1,34.0074,-118.285
2619,0,34.2467,-118.607
2620,1,33.9474,-118.2435
2621,0,33.9925,-118.2564
2622,1,34.0085,-118.3351
2623,0,34.0409,-118.2574
2624,0,34.0596,-118.2749
2625,0,34.3157,-118.4537
2626,1,34.0517,-118.2798
2627,0,33.9485,-118.2461
2628,1,33.9465,-118.3168
2629,0,34.0652,-118.2878
2630,0,34.1016,-118.3417
2631,1,33.9305,-118.2363
2632,0,34.0998,-118.3295
2633,1,34.0473,-118.2566
2634,1,34.0877,-118.2869
2635,0,34.194,-118.3703
2636,1,33.9483,-118.2739
2637,0,34.1217,-118.1934
2638,1,34.045,-118.264
2639,1,34.0399,-118.3353
2640,0,34.135,-118.3612
2641,0,34.2048,-118.4815
2642,1,33.9348,-118.2652
2643,1,34.2724,-118.3243
2644,0,34.0136,-118.2653
2645,0,34.2119,-118.6017
2646,1,34.1722,-118.3844
2647,1,34.0473,-118.3213
2648,0,33.8634,-118.2966
2649,0,34.0499,-118.2879
2650,0,34.0421,-118.2029
2651,0,34.016,-118.3473
2652,1,34.0569,-118.3337
2653,0,34.1817,-118.44
2654,1,34.0423,-118.2452
2655,1,34.0691,-118.2917
2656,0,33.9363,-118.2426
2657,0,34.2486,-118.36
2658,1,33.9485,-118.2461
2659,1,34.0282,-118.3656
2660,1,34.1038,-118.3151
2661,0,34.098,-118.3366
2662,0,34.1794,-118.4162
2663,0,34.0527,-118.3091
2664,0,34.2067,-118.5009
2665,0,34.0092,-118.2565
2666,1,34.0554,-118.2745
2667,1,34.1867,-118.3878
2668,0,33.9447,-118.2739
2669,1,34.046,-118.2493
2670,1,33.956,-118.2782
2671,0,34.1939,-118.5098
2672,0,34.0453,-118.2443
2673,0,33.9628,-118.2827
2674,0,34.1629,-118.5202
2675,0,34.0105,-118.3398
2676,1,34.0596,-118.2749
2677,1,33.9782,-118.3177
2678,1,34.2048,-118.5306
2679,0,34.1836,-118.4355
2680,1,34.0273,-118.3054
2681,0,34.1976,-118.4662
2682,0,34.2314,-118.4374
2683,1,34.0596,-118.2749
2684,0,34.0981,-118.3147
2685,1,33.9601,-118.287
2686,1,34.0099,-118.3089
2687,1,34.066,-118.2168
2688,0,34.0419,-118.2485
2689,1,33.9643,-118.2871
2690,0,33.96,-118.309
2691,0,34.239,-118.446
2692,1,34.194,-118.3965
2693,1,34.1631,-118.3648
2694,0,34.0256,-118.3061
2695,0,34.0155,-118.3448
2696,1,34.001,-118.2783
2697,1,34.1922,-118.4257
2698,1,33.9846,-118.3279
2699,1,34.0119,-118.3499
2700,1,33.9274,-118.2826
2701,0,34.0765,-118.2131
2702,1,33.9983,-118.2813
2703,0,34.0414,-118.3392
2704,0,34.0654,-118.2954
2705,0,34.0962,-118.3288
2706,1,34.0835,-118.3266
2707,1,33.7803,-118.2559
2708,0,34.1775,-118.536
2709,1,34.32,-118.4967
2710,0,34.0433,-118.2504
2711,0,33.9894,-118.4643
2712,1,33.989,-118.333
2713,0,34.2753,-118.5684
2714,1,34.2918,-118.4506
2715,1,34.0473,-118.2842
2716,0,33.7342,-118.2814
2717,1,33.9431,-118.2327
2718,1,34.2737,-118.4117
2719,0,33.9864,-118.4012
2720,1,34.0453,-118.3504
2721,0,34.0407,-118.2468
2722,0,33.9583,-118.2684
2723,1,34.0981,-118.3032
2724,1,34.0387,-118.2439
2725,1,34.2499,-118.282
2726,1,34.2169,-118.4267
2727,1,34.0889,-118.3404
2728,1,34.194,-118.4225
2729,1,34.0437,-118.3006
2730,1,34.0726,-118.2749
2731,1,34.2318,-118.4503
2732,0,33.9893,-118.2477
2733,1,34.3023,-118.4557
2734,1,34.024,-118.235
2735,1,34.0833,-118.1907
2736,0,33.9379,-118.2348
2737,1,34.0099,-118.3089
2738,0,33.7601,-118.3012
2739,0,33.7433,-118.2813
2740,0,34.1971,-118.5014
2741,1,33.9599,-118.3805
2742,0,33.9717,-118.2871
2743,0,34.2217,-118.4031
2744,1,34.0145,-118.2937
2745,0,33.9843,-118.4713
2746,1,33.9951,-118.3149
2747,0,34.19,-118.5262
2748,1,34.0573,-118.2831
2749,0,34.0598,-118.2935
2750,0,34.1904,-118.3659
2751,1,34.241,-118.4675
2752,1,33.9332,-118.2463
2753,1,34.0837,-118.3722
2754,1,34.0399,-118.3147
2755,1,34.0926,-118.3416
2756,0,34.0709,-118.2929
2757,0,34.1645,-118.5244
2758,0,34.0545,-118.2927
2759,1,34.0222,-118.3227
2760,0,34.0267,-118.3721
2761,0,34.0274,-118.2915
2762,0,34.279,-118.4173
2763,1,34.0596,-118.2701
2764,0,34.2254,-118.3706
2765,0,34.0621,-118.3383
2766,0,33.9933,-118.3024
2767,1,34.2047,-118.5879
2768,1,34.0617,-118.2469
2769,1,34.0256,-118.3189
2770,1,33.9419,-118.2652
2771,1,33.9988,-118.3203
2772,1,34.0517,-118.2663
2773,0,34.0327,-118.3054
2774,1,33.9806,-118.3323
2775,0,34.2248,-118.4516
2776,1,34.0637,-118.244
2777,0,33.9551,-118.2782
2778,0,34.1938,-118.5797
2779,0,34.02,-118.3062
2780,0,33.7388,-118.2835
2781,0,34.0428,-118.2461
2782,0,33.9779,-118.2717
2783,1,34.0836,-118.2917
2784,0,34.0412,-118.2474
2785,0,34.3185,-118.4008
2786,1,33.9755,-118.2892
2787,0,34.0544,-118.2767
2788,1,34.0536,-118.3074
2789,1,34.0263,-118.3686
2790,0,34.0067,-118.2521
2791,1,33.9568,-118.2812
2792,0,33.9756,-118.2783
2793,1,34.1722,-118.3822
2794,1,33.962,-118.2651
2795,0,33.9992,-118.3023
2796,0,34.0552,-118.3241
2797,1,34.3039,-118.4358
2798,1,34.319,-118.4517
2799,0,33.9778,-118.3068
2800,0,33.7793,-118.2755
2801,1,34.0343,-118.3621
2802,1,34.043,-118.242
2803,1,33.9925,-118.2816
2804,0,34.0266,-118.2959
2805,0,34.1589,-118.3742
2806,1,33.9932,-118.2915
2807,1,33.9897,-118.3089
2808,1,33.9323,-118.2502
2809,1,34.0527,-118.3091
2810,1,34.0109,-118.2901
2811,1,34.0092,-118.2612
2812,0,34.136,-118.1884
2813,0,33.9675,-118.2564
2814,0,34.043,-118.242
2815,1,34.019,-118.258
2816,0,34.1867,-118.4662
2817,1,34.0475,-118.2241
2818,1,34.248,-118.418
2819,1,34.0472,-118.309
2820,0,34.1938,-118.5906
2821,0,34.0368,-118.2412
2822,1,34.2434,-118.4611
2823,1,33.9543,-118.2782
2824,1,34.0803,-118.3135
2825,0,34.0908,-118.3092
2826,1,33.9371,-118.239
2827,1,34.0073,-118.298
2828,1,33.9463,-118.2905
2829,0,34.0039,-118.2466
2830,1,34.0981,-118.3032
2831,0,34.0286,-118.2545
2832,1,34.0409,-118.362
2833,0,34.0495,-118.3805
2834,0,34.098,-118.3441
2835,0,34.061,-118.3321
2836,1,34.0436,-118.3116
2837,1,34.0076,-118.2521
2838,1,34.095,-118.307
2839,1,33.9941,-118.2915
2840,0,34.0522,-118.2019
2841,1,34.0455,-118.2381
2842,0,34.2247,-118.4655
2843,0,33.9521,-118.2564
2844,1,34.0636,-118.3029
2845,0,34.0114,-118.2624
2846,1,34.0306,-118.2635
2847,0,34.2104,-118.4105
2848,1,33.9304,-118.2504
2849,0,33.933,-118.2463
2850,1,33.9806,-118.3323
2851,0,34.0499,-118.2009
2852,0,34.1903,-118.4574
2853,1,34.072,-118.2103
2854,1,33.7522,-118.3089
2855,0,34.0446,-118.245
2856,0,34.2266,-118.3878
2857,0,33.9997,-118.2856
2858,1,34.072,-118.2722
2859,0,34.2233,-118.3585
2860,1,34.2085,-118.3703
2861,0,33.9855,-118.3167
2862,1,34.0073,-118.298
2863,1,33.96,-118.309
2864,1,34.0618,-118.2916
2865,0,33.9921,-118.3108
2866,0,34.0619,-118.2702
2867,1,33.9711,-118.2629
2868,1,34.0111,-118.274
2869,0,34.201,-118.6059
2870,1,34.1155,-118.1843
2871,1,34.0674,-118.2954
2872,0,34.0226,-118.207
2873,0,33.9519,-118.287
2874,0,34.0145,-118.298
2875,0,33.9755,-118.3992
2876,1,33.9792,-118.2918
2877,1,34.2392,-118.5733
2878,1,34.0596,-118.2749
2879,1,34.1016,-118.3325
2880,0,34.0657,-118.268
2881,0,34.2244,-118.5804
2882,1,34.0149,-118.2709
2883,1,33.7234,-118.299
2884,0,33.9965,-118.274
2885,0,34.0691,-118.2645
2886,1,34.0084,-118.2565
2887,1,33.9447,-118.2695
2888,0,34.0442,-118.2439
2889,0,33.9942,-118.2761
2890,1,34.0015,-118.438
2891,1,33.9664,-118.309
2892,1,33.9629,-118.2651
2893,1,34.2542,-118.4185
2894,0,34.136,-118.1884
2895,1,33.9609,-118.3112
2896,1,34.0175,-118.1975
2897,0,34.1903,-118.4574
2898,0,33.9579,-118.402
2899,1,34.0383,-118.4324
2900,1,33.9655,-118.309
2901,1,34.0446,-118.245
2902,0,34.1847,-118.4465
2903,1,33.9801,-118.2914
2904,0,34.0836,-118.3005
2905,1,34.2251,-118.5372
2906,0,34.0837,-118.3717
2907,1,34.2131,-118.4584
2908,1,34.1092,-118.1998
2909,0,34.0843,-118.2743
2910,1,34.1727,-118.5557
2911,0,34.0873,-118.296
2912,0,34.0633,-118.229
2913,1,34.21,-118.5206
2914,0,34.0547,-118.323
2915,0,34.0826,-118.2728
2916,1,33.9655,-118.2893
2917,0,34.201,-118.6016
2918,0,34.032,-118.3288
2919,1,33.947,-118.2684
2920,0,34.0598,-118.2734
2921,0,34.1847,-118.5441
2922,0,33.9538,-118.263
2923,1,33.9351,-118.2542
2924,0,34.113,-118.2527
2925,1,34.0038,-118.2827
2926,1,34.1866,-118.5535
2927,1,33.9383,-118.2826
2928,1,34.0172,-118.2442
2929,0,34.098,-118.3223
2930,1,34.0534,-118.3436
2931,0,34.0565,-118.2768
2932,1,34.0519,-118.2531
2933,1,34.0621,-118.2619
2934,0,34.0445,-118.2523
2935,1,34.0658,-118.2814
2936,1,34.2695,-118.4102
2937,0,34.0981,-118.2994
2938,1,34.0425,-118.3818
2939,1,34.0174,-118.2621
2940,1,34.2591,-118.5929
2941,0,34.278,-118.4576
2942,1,33.9406,-118.2462
2943,0,34.0605,-118.4193
2944,1,33.9922,-118.3276
2945,1,34.2597,-118.3179
2946,1,34.2012,-118.4138
2947,1,34.203,-118.4749
2948,0,34.1939,-118.4575
2949,1,34.0327,-118.2683
2950,0,34.1072,-118.277
2951,0,34.2175,-118.5492
2952,1,34.0981,-118.3032
2953,1,34.2598,-118.3223
2954,1,34.2493,-118.4162
2955,1,33.9936,-118.2565
2956,0,34.2649,-118.5234
2957,0,34.0428,-118.2819
2958,1,34.2846,-118.4203
2959,1,33.9656,-118.2651
2960,1,33.96,-118.3025
2961,1,34.212,-118.5361
2962,1,33.9283,-118.2652
2963,1,34.0928,-118.3109
2964,1,34.1922,-118.3845
2965,1,34.0868,-118.177
2966,1,34.1041,-118.3433
2967,1,34.3039,-118.4358
2968,1,33.9747,-118.2838
2969,1,34.2929,-118.4515
2970,0,34.0587,-118.2891
2971,0,34.1008,-118.2347
2972,1,34.0606,-118.2648
2973,0,33.9792,-118.3046
2974,1,34.0057,-118.2716
2975,1,34.0232,-118.2554
2976,0,34.0542,-118.2842
2977,1,34.3082,-118.4425
2978,0,34.046,-118.2509
2979,1,34.2319,-118.4038
2980,0,34.0349,-118.3046
2981,1,34.0074,-118.2815
2982,0,34.0636,-118.2992
2983,1,33.9727,-118.2827
2984,1,33.7947,-118.2937
2985,1,34.0618,-118.3004
2986,0,34.0168,-118.2557
2987,1,34.0563,-118.2374
2988,1,33.9511,-118.2717
2989,0,34.0096,-118.244
2990,0,33.9874,-118.2827
2991,0,34.2319,-118.4611
2992,1,34.0011,-118.274
2993,0,34.0276,-118.3229
2994,1,33.9921,-118.2564
2995,1,34.2578,-118.5233
2996,1,33.9785,-118.309
2997,1,34.0434,-118.1954
2998,1,34.0543,-118.2258
2999,0,33.9311,-118.2463
3000,0,34.2307,-118.3673
3001,0,34.2318,-118.4503
3002,1,34.1016,-118.3387
3003,0,34.163,-118.379
3004,0,34.0124,-118.3351
3005,1,33.9616,-118.2761
3006,1,34.0442,-118.2439
3007,1,33.9959,-118.4121
3008,1,34.0596,-118.2749
3009,1,34.0276,-118.2669
3010,0,33.9969,-118.3068
3011,1,33.9601,-118.2881
3012,1,33.9456,-118.2652
3013,1,34.0577,-118.3048
3014,0,33.9657,-118.2827
3015,0,34.0203,-118.2674
3016,0,34.0204,-118.2809
3017,1,33.741,-118.2838
3018,0,33.9656,-118.2842
3019,1,34.0435,-118.2471
3020,0,33.986,-118.2827
3021,0,34.0144,-118.2705
3022,1,34.0401,-118.2668
3023,1,33.7489,-118.2798
3024,0,34.0598,-118.2979
3025,1,34.0219,-118.3089
3026,1,34.0188,-118.2432
3027,1,33.9673,-118.3112
3028,1,34.0242,-118.3722
3029,1,33.9833,-118.2783
3030,1,33.9829,-118.3309
3031,1,34.057,-118.2437
3032,0,34.0099,-118.3089
3033,1,34.0027,-118.2937
3034,0,34.0121,-118.3423
3035,0,34.0578,-118.2891
3036,1,33.9778,-118.3068
3037,0,34.0073,-118.2915
3038,0,34.2085,-118.4698
3039,0,34.0498,-118.2011
3040,1,34.2943,-118.4577
3041,0,34.0234,-118.2177
3042,1,33.8234,-118.3015
3043,1,34.0473,-118.2089
3044,0,34.072,-118.2508
3045,1,34.0619,-118.2702
3046,1,33.941,-118.2541
3047,1,33.7216,-118.3083
3048,1,34.092,-118.204
3049,1,33.9694,-118.3003
3050,1,34.0044,-118.3294
3051,0,34.0827,-118.2239
3052,0,34.0349,-118.2386
3053,1,34.1867,-118.3878
3054,1,34.0418,-118.309
3055,1,34.0578,-118.2916
3056,1,33.9978,-118.298
3057,1,34.1,-118.3113
3058,1,33.989,-118.3308
3059,0,34.0344,-118.284
3060,0,34.0401,-118.2504
3061,0,34.1034,-118.3325
3062,0,34.0146,-118.3261
3063,0,34.0326,-118.3441
3064,0,34.0256,-118.3061
3065,1,34.0998,-118.331
3066,1,33.9798,-118.2783
3067,1,33.9348,-118.2463
3068,1,34.2265,-118.5361
3069,1,34.0827,-118.2239
3070,1,33.9311,-118.2493
3071,0,34.1936,-118.4166
3072,0,33.9899,-118.3002
3073,0,34.0944,-118.3386
3074,0,33.9327,-118.2351
3075,0,34.0423,-118.2452
3076,0,34.1946,-118.6315
3077,1,34.0472,-118.2351
3078,0,34.0636,-118.296
3079,0,34.0598,-118.2998
3080,0,34.05,-118.2713
3081,0,34.062,-118.2804
3082,0,33.9383,-118.2608
3083,1,34.1687,-118.5244
3084,0,34.0266,-118.2099
3085,1,33.9708,-118.2827
3086,1,34.0038,-118.2827
3087,1,34.1937,-118.3748
3088,0,34.0473,-118.2842
3089,0,33.7739,-118.2678
3090,0,33.958,-118.3161
3091,1,34.0322,-118.2117
3092,1,34.0556,-118.205
3093,1,33.9792,-118.2893
3094,0,34.0188,-118.3505
3095,0,33.9659,-118.2695
3096,0,34.1722,-118.6557
3097,1,34.058,-118.2715
3098,1,34.0109,-118.2915
3099,1,34.1864,-118.6234
3100,1,34.1831,-118.3856
3101,0,33.9442,-118.2652
3102,1,33.7252,-118.288
3103,0,34.1707,-118.5244
3104,1,34.0584,-118.2513
3105,0,33.9565,-118.2881
3106,1,34.0037,-118.3089
3107,1,33.9393,-118.2673
3108,1,33.9739,-118.2739
3109,1,34.0415,-118.2374
3110,1,33.9983,-118.2813
3111,0,34.0467,-118.252
3112,0,33.9942,-118.2871
3113,1,34.0121,-118.3034
3114,1,33.932,-118.2826
3115,1,34.0038,-118.2842
3116,1,34.0074,-118.274
3117,1,33.8046,-118.264
3118,1,34.034,-118.2562
3119,1,34.2337,-118.4536
3120,0,34.0407,-118.2468
3121,0,34.0282,-118.3133
3122,0,34.2174,-118.5885
3123,1,34.0472,-118.3
3124,1,34.0057,-118.274
3125,0,34.0172,-118.2931
3126,1,34.0908,-118.3092
3127,1,34.0596,-118.2749
3128,0,33.7739,-118.2678
3129,0,33.9545,-118.309
3130,0,33.988,-118.4703
3131,1,34.0255,-118.2959
3132,0,34.0037,-118.289
3133,1,33.9347,-118.2761
3134,1,34.0746,-118.3125
3135,1,34.0085,-118.3351
3136,1,34.2593,-118.4224
3137,0,34.017,-118.3471
3138,1,33.9692,-118.3003
3139,0,34.0078,-118.2636
3140,1,34.3082,-118.4441
3141,1,33.9747,-118.2717
3142,0,34.0589,-118.2821
3143,1,34.2801,-118.4116
3144,1,34.0628,-118.2811
3145,0,34.1318,-118.1891
3146,1,34.0326,-118.335
3147,1,34.0328,-118.2915
3148,1,34.0325,-118.3613
3149,1,33.9292,-118.2695
3150,0,33.7801,-118.2598
3151,0,33.7412,-118.2924
3152,0,34.3075,-118.4368
3153,1,34.0531,-118.4384
3154,1,33.9599,-118.3805
3155,1,34.0423,-118.2561
3156,1,34.1875,-118.3877
3157,0,34.2201,-118.3998
3158,0,34.2449,-118.5216
3159,0,34.2753,-118.4095
3160,0,34.0027,-118.3294
3161,0,34.1685,-118.4008
3162,1,33.9655,-118.2871
3163,0,34.0714,-118.373
3164,1,33.9954,-118.4784
3165,1,34.0699,-118.3511
3166,0,34.0555,-118.2655
3167,0,34.0712,-118.2991
3168,1,34.0721,-118.2735
3169,0,33.9455,-118.3036
3170,1,33.9311,-118.2402
3171,0,33.9817,-118.3323
3172,1,34.046,-118.2493
3173,1,34.0206,-118.3473
3174,1,34.19,-118.5262
3175,0,34.0835,-118.3266
3176,0,33.9747,-118.2827
3177,0,33.9304,-118.2518
3178,1,34.2157,-118.3703
3179,1,34.0112,-118.2827
3180,0,34.0956,-118.2918
3181,1,34.0327,-118.3002
3182,1,34.0935,-118.2878
3183,0,34.162,-118.4166
3184,1,34.0418,-118.3134
3185,1,34.1021,-118.2031
3186,1,34.0439,-118.4619
3187,1,34.0256,-118.3212
3188,1,34.212,-118.4488
3189,1,34.2085,-118.3878
3190,1,34.0084,-118.2565
3191,1,34.0601,-118.2761
3192,1,34.0254,-118.2729
3193,0,34.0129,-118.3555
3194,1,34.0663,-118.2789
3195,0,34.1956,-118.5943
3196,0,34.0306,-118.3912
3197,1,34.3086,-118.4714
3198,0,34.1128,-118.1924
3199,0,33.7424,-118.2813
3200,1,34.0763,-118.3004
3201,1,34.0209,-118.2394
3202,1,34.2206,-118.5448
3203,1,33.977,-118.309
3204,1,33.7243,-118.2963
3205,1,34.0572,-118.2576
3206,0,33.9321,-118.2463
3207,1,33.7925,-118.3012
3208,0,34.0734,-118.3765
3209,0,34.1806,-118.4662
3210,1,34.0398,-118.2413
3211,1,34.005,-118.2498
3212,0,33.9455,-118.3068
3213,0,33.9327,-118.2351
3214,1,34.0675,-118.2155
3215,0,34.1938,-118.6059
3216,0,34.2332,-118.4481
3217,0,34.3046,-118.4661
3218,0,33.9589,-118.4484
3219,1,34.0327,-118.3066
3220,1,34.0485,-118.2115
3221,1,33.9934,-118.2739
3222,0,34.0188,-118.2549
3223,1,33.9628,-118.3025
3224,1,34.0261,-118.3662
3225,0,34.0829,-118.2733
3226,1,34.095,-118.2275
3227,1,34.1946,-118.5809
3228,1,34.2319,-118.4633
3229,0,34.2031,-118.4313
3230,1,34.0571,-118.1935
3231,1,34.0234,-118.2177
3232,0,34.069,-118.3004
3233,0,34.0534,-118.2788
3234,0,33.9709,-118.3112
3235,1,34.0221,-118.2014
3236,1,34.1904,-118.4312
3237,1,34.194,-118.4236
3238,1,34.0001,-118.3089
3239,1,34.0005,-118.2915
3240,1,33.9869,-118.2783
3241,1,34.3202,-118.4966
3242,0,34.2249,-118.3657
3243,1,33.9438,-118.2717
3244,1,33.9528,-118.3003
3245,0,34.2287,-118.5273
3246,1,33.9785,-118.3068
